,DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS,weekday,type
1191,2022-11-22,111,35,5039,664,339,58,34,58777,Tuesday,organic
1192,2022-11-23,121,31,5053,674,328,71,25,58867,Wednesday,organic
1193,2022-11-24,133,33,27214,776,1580,360,150,58967,Thursday,paid
1194,2022-11-25,108,36,6042,654,321,70,35,59039,Friday,organic
1195,2022-11-26,134,27,9342,1045,435,67,33,59146,Saturday,organic
1196,2022-11-27,129,29,8156,948,411,65,28,59246,Sunday,organic
1197,2022-11-28,136,31,5082,665,346,61,24,59351,Monday,organic
1198,2022-11-29,132,29,5923,754,345,58,31,59454,Tuesday,paid
1199,2022-11-30,147,37,5315,509,374,67,32,59564,Wednesday,organic
1200,2022-12-01,131,29,5515,674,298,57,29,59666,Thursday,paid
1201,2022-12-02,124,30,6615,786,346,58,32,59760,Friday,organic
1202,2022-12-03,131,33,9525,999,471,72,34,59858,Saturday,organic
1203,2022-12-04,137,28,8974,1134,544,77,34,59967,Sunday,organic
1204,2022-12-05,130,31,5162,608,357,67,24,60066,Monday,organic
1205,2022-12-06,130,33,6065,648,331,72,28,60163,Tuesday,paid
1206,2022-12-07,121,31,6598,653,314,63,31,60253,Wednesday,paid
1207,2022-12-08,121,32,5765,506,356,56,34,60342,Thursday,paid
1208,2022-12-09,112,30,6828,575,346,69,34,60424,Friday,paid
1209,2022-12-10,153,27,10233,870,454,68,34,60550,Saturday,paid
1210,2022-12-11,114,33,10615,1059,423,65,31,60631,Sunday,organic
1211,2022-12-12,121,38,6279,710,317,63,31,60714,Monday,paid
1212,2022-12-13,121,32,6479,675,376,71,30,60803,Tuesday,organic
1213,2022-12-14,142,33,7015,708,364,58,35,60912,Wednesday,organic
1214,2022-12-15,127,35,6449,644,290,60,29,61004,Thursday,organic
1215,2022-12-16,147,28,5889,734,289,58,35,61123,Friday,organic
1216,2022-12-17,122,38,8920,984,553,66,33,61207,Saturday,organic
1217,2022-12-18,135,33,9604,990,435,58,32,61309,Sunday,organic
1218,2022-12-19,120,38,5469,639,345,61,30,61391,Monday,paid
1219,2022-12-20,160,30,6218,702,308,61,28,61521,Tuesday,organic
1220,2022-12-21,116,38,7030,630,382,64,30,61599,Wednesday,paid
1221,2022-12-22,136,35,4968,723,303,56,31,61700,Thursday,organic
1222,2022-12-23,140,34,7371,584,367,66,25,61806,Friday,organic
1223,2022-12-24,137,33,10707,880,502,74,32,61910,Saturday,paid
1224,2022-12-25,129,32,9224,1057,507,66,36,62007,Sunday,organic
1225,2022-12-26,130,37,6825,655,265,76,34,62100,Monday,organic
1226,2022-12-27,133,33,6504,631,257,74,31,62200,Tuesday,organic
1227,2022-12-28,130,26,7332,721,323,71,33,62304,Wednesday,paid
1228,2022-12-29,145,29,7202,622,339,66,31,62420,Thursday,paid
1229,2022-12-30,162,32,5663,649,294,66,33,62550,Friday,paid
1230,2022-12-31,125,34,10504,1134,442,71,38,62641,Saturday,organic
1231,2023-01-01,114,33,9759,1149,525,63,36,62722,Sunday,organic
1232,2023-01-02,132,37,6726,769,350,53,34,62817,Monday,organic
1233,2023-01-03,167,26,6211,646,327,69,31,62958,Tuesday,organic
1234,2023-01-04,122,33,7903,747,358,59,35,63047,Wednesday,organic
1235,2023-01-05,155,27,7458,603,293,60,27,63175,Thursday,paid
1236,2023-01-06,156,35,6282,606,321,66,32,63296,Friday,paid
1237,2023-01-07,126,33,8854,765,582,66,35,63389,Saturday,paid
1238,2023-01-08,141,34,9866,1168,504,57,35,63496,Sunday,organic
1239,2023-01-09,155,30,7167,610,338,67,35,63621,Monday,paid
1240,2023-01-10,129,37,7063,660,411,73,34,63713,Tuesday,organic
1241,2023-01-11,131,36,7794,608,287,59,32,63808,Wednesday,paid
1242,2023-01-12,126,35,7503,716,361,75,35,63899,Thursday,organic
1243,2023-01-13,120,33,7659,645,391,56,30,63986,Friday,organic
1244,2023-01-14,125,35,10859,874,486,81,30,64076,Saturday,organic
1245,2023-01-15,118,31,9091,1051,546,64,33,64163,Sunday,paid
1246,2023-01-16,135,36,6928,575,303,68,34,64262,Monday,organic
1247,2023-01-17,124,39,7846,616,313,54,27,64347,Tuesday,organic
1248,2023-01-18,138,37,7085,531,349,66,35,64448,Wednesday,paid
1249,2023-01-19,114,31,7510,578,363,68,36,64531,Thursday,paid
1250,2023-01-20,139,34,6949,686,374,66,33,64636,Friday,organic
1251,2023-01-21,146,29,9695,813,585,63,41,64753,Saturday,paid
1252,2023-01-22,108,35,10715,862,502,61,31,64826,Sunday,paid
1253,2023-01-23,140,35,7485,676,378,75,32,64931,Monday,organic
1254,2023-01-24,152,27,6810,639,326,67,32,65056,Tuesday,paid
1255,2023-01-25,119,29,7142,812,368,78,33,65146,Wednesday,organic
1256,2023-01-26,158,32,6653,802,345,64,32,65272,Thursday,organic
1257,2023-01-27,141,32,8194,619,354,64,29,65381,Friday,organic
1258,2023-01-28,126,29,10767,1074,529,73,32,65478,Saturday,organic
1259,2023-01-29,135,35,12751,1095,427,56,33,65578,Sunday,organic
1260,2023-01-30,143,34,8588,639,301,59,38,65687,Monday,organic
1261,2023-01-31,137,33,7415,578,343,75,41,65791,Tuesday,paid
1262,2023-02-01,143,31,6745,680,282,60,38,65903,Wednesday,paid
1263,2023-02-02,123,37,5957,669,368,55,31,65989,Thursday,paid
1264,2023-02-03,138,39,6441,652,370,80,31,66088,Friday,organic
1265,2023-02-04,117,32,9807,1068,528,58,33,66173,Saturday,paid
1266,2023-02-05,135,32,12980,946,454,69,40,66276,Sunday,organic
1267,2023-02-06,124,35,7719,604,388,68,33,66365,Monday,organic
1268,2023-02-07,127,32,7954,691,411,49,29,66460,Tuesday,paid
1269,2023-02-08,154,33,5975,711,347,66,32,66581,Wednesday,paid
1270,2023-02-09,152,36,6782,604,359,71,36,66697,Thursday,organic
1271,2023-02-10,145,27,8415,749,349,70,36,66815,Friday,organic
1272,2023-02-11,122,38,11963,846,541,74,33,66899,Saturday,organic
1273,2023-02-12,133,34,11495,970,508,66,36,66998,Sunday,organic
1274,2023-02-13,154,32,8242,669,342,73,26,67120,Monday,paid
1275,2023-02-14,139,34,45524,644,1870,320,170,67225,Tuesday,paid
1276,2023-02-15,169,34,7674,649,424,59,37,67360,Wednesday,paid
1277,2023-02-16,143,28,7925,818,296,59,31,67475,Thursday,organic
1278,2023-02-17,140,39,8046,630,341,58,31,67576,Friday,organic
1279,2023-02-18,134,34,14714,1287,456,75,28,67676,Saturday,paid
1280,2023-02-19,140,36,9408,1080,600,58,40,67780,Sunday,organic
1281,2023-02-20,136,37,8503,697,325,70,32,67879,Monday,organic
1282,2023-02-21,148,31,7890,724,295,67,35,67996,Tuesday,paid
1283,2023-02-22,151,36,8456,867,368,68,36,68111,Wednesday,organic
1284,2023-02-23,127,33,7496,624,406,78,39,68205,Thursday,organic
1285,2023-02-24,120,37,8005,615,369,66,34,68288,Friday,paid
1286,2023-02-25,113,27,12959,961,529,73,32,68374,Saturday,organic
1287,2023-02-26,146,34,15903,1044,541,69,35,68486,Sunday,paid
1288,2023-02-27,123,32,8759,575,396,68,39,68577,Monday,organic
1289,2023-02-28,109,36,7435,697,317,85,34,68650,Tuesday,paid
1290,2023-03-01,144,36,7797,813,344,59,31,68758,Wednesday,paid
1291,2023-03-02,174,32,7792,707,332,78,29,68900,Thursday,organic
1292,2023-03-03,139,32,6711,676,307,74,30,69007,Friday,organic
1293,2023-03-04,151,34,11891,981,505,66,37,69124,Saturday,organic
1294,2023-03-05,141,31,13228,1140,580,81,33,69234,Sunday,paid
1295,2023-03-06,138,37,7184,641,369,56,32,69335,Monday,paid
1296,2023-03-07,152,33,9116,828,372,66,32,69454,Tuesday,organic
1297,2023-03-08,136,24,8671,835,354,61,35,69566,Wednesday,organic
1298,2023-03-09,144,33,7675,718,368,72,34,69677,Thursday,paid
1299,2023-03-10,144,31,8182,700,322,62,34,69790,Friday,paid
1300,2023-03-11,131,29,14467,1159,508,73,39,69892,Saturday,organic
1301,2023-03-12,154,30,13413,1167,535,68,40,70016,Sunday,paid
1302,2023-03-13,138,35,8352,645,360,66,29,70119,Monday,paid
1303,2023-03-14,130,39,8160,666,362,73,36,70210,Tuesday,paid
1304,2023-03-15,148,36,8438,610,346,68,32,70322,Wednesday,paid
1305,2023-03-16,128,33,7958,732,338,62,34,70417,Thursday,organic
1306,2023-03-17,141,36,6632,751,463,90,36,70522,Friday,organic
1307,2023-03-18,141,33,15198,915,576,67,34,70630,Saturday,organic
1308,2023-03-19,156,32,12836,1009,550,54,36,70754,Sunday,organic
1309,2023-03-20,148,31,8774,611,344,64,37,70871,Monday,organic
1310,2023-03-21,141,29,8401,643,337,61,36,70983,Tuesday,paid
1311,2023-03-22,153,33,7840,746,348,76,33,71103,Wednesday,paid
1312,2023-03-23,161,35,8314,656,364,73,33,71229,Thursday,organic
1313,2023-03-24,149,35,7126,687,287,73,30,71343,Friday,paid
1314,2023-03-25,142,33,15640,889,447,68,32,71452,Saturday,organic
1315,2023-03-26,123,32,11179,1083,498,68,42,71543,Sunday,paid
1316,2023-03-27,127,37,7634,706,362,68,32,71633,Monday,paid
1317,2023-03-28,138,30,8146,658,346,70,31,71741,Tuesday,organic
1318,2023-03-29,133,38,9628,697,407,77,36,71836,Wednesday,paid
1319,2023-03-30,139,32,8550,724,302,73,35,71943,Thursday,paid
1320,2023-03-31,143,32,7489,654,329,74,34,72054,Friday,paid
1321,2023-04-01,150,30,14439,910,615,74,40,72174,Saturday,organic
1322,2023-04-02,141,33,13777,1263,541,77,37,72282,Sunday,organic
1323,2023-04-03,149,39,9027,668,388,73,33,72392,Monday,paid
1324,2023-04-04,144,37,9185,707,430,73,34,72499,Tuesday,paid
1325,2023-04-05,114,39,10631,787,332,79,33,72574,Wednesday,paid
1326,2023-04-06,129,37,10457,967,354,66,38,72666,Thursday,paid
1327,2023-04-07,141,31,7997,626,348,65,34,72776,Friday,paid
1328,2023-04-08,126,34,14979,1122,432,63,29,72868,Saturday,organic
1329,2023-04-09,152,33,13385,999,520,72,35,72987,Sunday,organic
1330,2023-04-10,165,40,9027,678,390,58,30,73112,Monday,paid
1331,2023-04-11,161,31,7145,666,378,75,43,73242,Tuesday,paid
1332,2023-04-12,140,39,8456,637,381,71,32,73343,Wednesday,paid
1333,2023-04-13,165,39,7907,716,345,80,35,73469,Thursday,paid
1334,2023-04-14,146,42,9321,613,336,67,36,73573,Friday,paid
1335,2023-04-15,139,34,14295,1182,607,70,34,73678,Saturday,paid
1336,2023-04-16,135,38,10235,1086,513,80,34,73775,Sunday,organic
1337,2023-04-17,140,44,8591,751,371,82,37,73871,Monday,paid
1338,2023-04-18,139,33,9576,688,366,67,41,73977,Tuesday,paid
1339,2023-04-19,147,30,8449,695,413,73,38,74094,Wednesday,paid
1340,2023-04-20,147,29,9236,743,396,74,41,74212,Thursday,paid
1341,2023-04-21,144,38,8909,639,314,75,32,74318,Friday,organic
1342,2023-04-22,151,29,13349,1047,477,70,37,74440,Saturday,paid
1343,2023-04-23,162,34,12554,993,574,81,36,74568,Sunday,paid
1344,2023-04-24,159,37,7554,660,360,58,37,74690,Monday,paid
1345,2023-04-25,123,36,7634,572,346,69,41,74777,Tuesday,organic
1346,2023-04-26,108,37,9204,823,399,75,35,74848,Wednesday,paid
1347,2023-04-27,159,37,8608,676,370,75,34,74970,Thursday,organic
1348,2023-04-28,125,41,8467,811,365,82,38,75054,Friday,organic
1349,2023-04-29,142,32,12328,1207,588,81,29,75164,Saturday,organic
1350,2023-04-30,128,33,12472,951,525,70,35,75259,Sunday,organic
1351,2023-05-01,119,33,9469,649,421,82,35,75345,Monday,organic
1352,2023-05-02,154,39,8279,916,335,67,33,75460,Tuesday,organic
1353,2023-05-03,157,39,7412,857,388,79,40,75578,Wednesday,organic
1354,2023-05-04,137,38,9190,728,417,86,32,75677,Thursday,paid
1355,2023-05-05,108,40,8371,749,315,81,36,75745,Friday,organic
1356,2023-05-06,138,32,12848,1027,529,73,37,75851,Saturday,paid
1357,2023-05-07,152,42,14855,1144,610,70,41,75961,Sunday,organic
1358,2023-05-08,125,42,8506,680,408,62,36,76044,Monday,organic
1359,2023-05-09,149,39,8760,584,360,75,40,76154,Tuesday,paid
1360,2023-05-10,146,43,7503,636,339,65,39,76257,Wednesday,paid
1361,2023-05-11,155,30,8310,735,402,67,37,76382,Thursday,paid
1362,2023-05-12,148,34,9004,651,410,64,32,76496,Friday,organic
1363,2023-05-13,132,34,10738,1095,486,70,31,76594,Saturday,organic
1364,2023-05-14,165,39,64777,984,2422,365,185,76720,Sunday,organic
1365,2023-05-15,145,32,8541,678,376,75,34,76833,Monday,paid
1366,2023-05-16,147,39,8479,799,391,69,40,76941,Tuesday,organic
1367,2023-05-17,133,41,9308,755,357,81,39,77033,Wednesday,organic
1368,2023-05-18,141,39,8704,737,393,72,36,77135,Thursday,paid
1369,2023-05-19,134,37,9653,803,342,68,32,77232,Friday,organic
1370,2023-05-20,145,33,11345,1161,436,75,38,77344,Saturday,organic
1371,2023-05-21,173,33,12748,1269,531,88,33,77484,Sunday,organic
1372,2023-05-22,127,41,8443,706,372,76,34,77570,Monday,organic
1373,2023-05-23,124,39,7465,708,360,71,33,77655,Tuesday,organic
1374,2023-05-24,170,36,9143,644,327,62,36,77789,Wednesday,organic
1375,2023-05-25,145,35,10268,710,303,72,41,77899,Thursday,paid
1376,2023-05-26,138,29,8302,814,352,75,37,78008,Friday,organic
1377,2023-05-27,164,33,13082,1258,606,71,35,78139,Saturday,paid
1378,2023-05-28,139,44,12535,1221,627,61,31,78234,Sunday,organic
1379,2023-05-29,176,32,7682,610,416,68,39,78378,Monday,paid
1380,2023-05-30,159,37,6754,825,341,85,34,78500,Tuesday,paid
1381,2023-05-31,141,40,7660,608,329,85,37,78601,Wednesday,organic
1382,2023-06-01,181,32,7080,812,391,67,35,78750,Thursday,paid
1383,2023-06-02,140,37,9608,718,396,79,40,78853,Friday,organic
1384,2023-06-03,160,40,12148,1198,582,65,36,78973,Saturday,organic
1385,2023-06-04,154,37,11840,970,447,85,37,79090,Sunday,paid
1386,2023-06-05,169,48,8885,835,341,76,39,79211,Monday,paid
1387,2023-06-06,173,31,7229,638,372,81,45,79353,Tuesday,organic
1388,2023-06-07,150,41,7501,698,392,62,40,79462,Wednesday,organic
1389,2023-06-08,138,36,8162,674,403,79,37,79564,Thursday,paid
1390,2023-06-09,157,40,8922,618,380,74,37,79681,Friday,paid
1391,2023-06-10,140,39,12714,1135,580,81,35,79782,Saturday,paid
1392,2023-06-11,180,34,12380,1329,567,81,33,79928,Sunday,paid
1393,2023-06-12,152,38,8097,952,401,75,35,80042,Monday,paid
1394,2023-06-13,145,30,8337,759,387,70,34,80157,Tuesday,organic
1395,2023-06-14,153,39,8158,836,378,81,40,80271,Wednesday,organic
1396,2023-06-15,130,38,7156,770,366,74,33,80363,Thursday,organic
1397,2023-06-16,136,40,7996,791,379,68,42,80459,Friday,paid
1398,2023-06-17,169,41,10632,1092,592,68,40,80587,Saturday,organic
1399,2023-06-18,141,39,11977,1153,580,64,37,80689,Sunday,organic
1400,2023-06-19,135,38,7521,795,391,71,37,80786,Monday,paid
1401,2023-06-20,159,34,9882,712,428,83,35,80911,Tuesday,paid
1402,2023-06-21,169,35,7830,750,388,76,38,81045,Wednesday,paid
1403,2023-06-22,162,42,6739,752,353,71,41,81165,Thursday,paid
1404,2023-06-23,166,43,7716,820,412,81,35,81288,Friday,paid
1405,2023-06-24,140,36,12309,1015,490,69,32,81392,Saturday,organic
1406,2023-06-25,130,38,13624,1131,507,76,40,81484,Sunday,paid
1407,2023-06-26,174,34,7302,904,392,74,39,81624,Monday,organic
1408,2023-06-27,147,42,6514,848,399,81,33,81729,Tuesday,paid
1409,2023-06-28,148,40,8350,862,332,64,35,81837,Wednesday,paid
1410,2023-06-29,172,45,6635,762,365,69,34,81964,Thursday,organic
1411,2023-06-30,160,34,7342,785,357,63,35,82090,Friday,paid
1412,2023-07-01,159,36,11190,1257,543,74,36,82213,Saturday,paid
1413,2023-07-02,185,38,11374,1321,625,85,37,82360,Sunday,paid
1414,2023-07-03,142,40,8139,614,408,72,35,82462,Monday,organic
1415,2023-07-04,167,37,7075,663,380,72,35,82592,Tuesday,paid
1416,2023-07-05,153,34,7366,864,361,83,37,82711,Wednesday,paid
1417,2023-07-06,157,41,7542,743,330,84,38,82827,Thursday,organic
1418,2023-07-07,176,40,7644,713,436,75,37,82963,Friday,organic
1419,2023-07-08,161,34,11375,1003,607,81,42,83090,Saturday,paid
1420,2023-07-09,161,43,11724,1084,532,68,40,83208,Sunday,paid
1421,2023-07-10,169,42,8098,659,410,87,32,83335,Monday,organic
1422,2023-07-11,148,38,7740,927,380,93,40,83445,Tuesday,paid
1423,2023-07-12,140,38,7763,766,372,80,40,83547,Wednesday,organic
1424,2023-07-13,137,40,6234,763,400,60,36,83644,Thursday,organic
1425,2023-07-14,123,35,7423,814,355,72,32,83732,Friday,organic
1426,2023-07-15,185,38,11576,1264,556,81,38,83879,Saturday,organic
1427,2023-07-16,137,30,11819,1263,583,73,38,83986,Sunday,paid
1428,2023-07-17,150,41,6816,853,365,86,34,84095,Monday,paid
1429,2023-07-18,150,32,6821,722,411,81,32,84213,Tuesday,organic
1430,2023-07-19,159,44,6864,748,457,71,38,84328,Wednesday,paid
1431,2023-07-20,167,37,7651,831,356,77,37,84458,Thursday,organic
1432,2023-07-21,168,37,7990,731,321,70,37,84589,Friday,organic
1433,2023-07-22,145,36,10391,1158,463,75,38,84698,Saturday,organic
1434,2023-07-23,152,37,11783,1206,570,73,34,84813,Sunday,paid
1435,2023-07-24,159,44,7270,835,361,86,37,84928,Monday,organic
1436,2023-07-25,151,29,7073,637,395,93,40,85050,Tuesday,organic
1437,2023-07-26,180,43,6991,830,392,66,37,85187,Wednesday,paid
1438,2023-07-27,162,40,7654,757,325,62,32,85309,Thursday,organic
1439,2023-07-28,166,34,7334,831,317,75,36,85441,Friday,organic
1440,2023-07-29,165,34,13045,1255,598,65,34,85572,Saturday,organic
1441,2023-07-30,173,45,9695,1353,589,78,39,85700,Sunday,paid
1442,2023-07-31,158,35,7411,883,372,83,40,85823,Monday,organic
1443,2023-08-01,135,34,6655,883,324,89,32,85924,Tuesday,organic
1444,2023-08-02,162,43,6399,891,407,79,41,86043,Wednesday,paid
1445,2023-08-03,145,40,6983,802,439,76,34,86148,Thursday,organic
1446,2023-08-04,147,35,7068,782,400,62,45,86260,Friday,paid
1447,2023-08-05,165,39,13477,1272,535,78,38,86386,Saturday,paid
1448,2023-08-06,175,35,10214,1257,588,78,34,86526,Sunday,paid
1449,2023-08-07,156,43,6138,757,337,83,34,86639,Monday,paid
1450,2023-08-08,161,43,7091,813,432,72,40,86757,Tuesday,organic
1451,2023-08-09,183,41,5457,780,394,74,37,86899,Wednesday,organic
1452,2023-08-10,160,40,6805,716,322,66,38,87019,Thursday,paid
1453,2023-08-11,197,46,6863,885,380,60,45,87170,Friday,organic
1454,2023-08-12,165,39,11069,1182,615,69,36,87296,Saturday,organic
1455,2023-08-13,129,34,11227,1417,568,66,39,87391,Sunday,paid
1456,2023-08-14,169,41,6462,657,381,81,44,87519,Monday,organic
1457,2023-08-15,163,47,6687,742,344,74,40,87635,Tuesday,paid
1458,2023-08-16,177,35,6255,789,415,74,33,87777,Wednesday,paid
1459,2023-08-17,168,37,5997,876,367,70,41,87908,Thursday,paid
1460,2023-08-18,155,41,6955,819,308,53,34,88022,Friday,organic
1461,2023-08-19,138,39,8811,1218,568,90,44,88121,Saturday,paid
1462,2023-08-20,154,35,9658,1048,648,70,36,88240,Sunday,organic
1463,2023-08-21,144,43,6037,697,379,75,51,88341,Monday,organic
1464,2023-08-22,148,48,7059,815,463,67,45,88441,Tuesday,organic
1465,2023-08-23,167,40,7881,682,412,86,36,88568,Wednesday,organic
1466,2023-08-24,184,35,5798,748,408,80,39,88717,Thursday,paid
1467,2023-08-25,164,33,5421,831,390,72,42,88848,Friday,organic
1468,2023-08-26,139,40,9839,1071,589,76,42,88947,Saturday,paid
1469,2023-08-27,165,43,9961,1378,577,92,41,89069,Sunday,organic
1470,2023-08-28,177,41,6764,890,384,78,44,89205,Monday,paid
1471,2023-08-29,149,39,6314,668,417,77,39,89315,Tuesday,organic
1472,2023-08-30,156,37,6466,720,359,71,38,89434,Wednesday,paid
1473,2023-08-31,159,35,6831,613,354,64,38,89558,Thursday,paid
1474,2023-09-01,146,43,7263,733,352,78,43,89661,Friday,paid
1475,2023-09-02,169,43,7928,1284,718,82,41,89787,Saturday,organic
1476,2023-09-03,157,33,9478,1144,628,88,40,89911,Sunday,organic
1477,2023-09-04,166,46,6692,833,410,61,43,90031,Monday,paid
1478,2023-09-05,145,42,5943,676,356,70,31,90134,Tuesday,paid
1479,2023-09-06,152,45,7668,861,423,75,41,90241,Wednesday,organic
1480,2023-09-07,171,34,6115,754,394,79,40,90378,Thursday,organic
1481,2023-09-08,153,34,6496,799,407,78,46,90497,Friday,organic
1482,2023-09-09,187,39,10319,1188,540,78,33,90645,Saturday,organic
1483,2023-09-10,153,42,9188,1047,609,83,46,90756,Sunday,organic
1484,2023-09-11,163,47,5303,708,383,72,40,90872,Monday,paid
1485,2023-09-12,175,42,6222,878,369,87,42,91005,Tuesday,organic
1486,2023-09-13,137,39,7164,833,430,83,46,91103,Wednesday,organic
1487,2023-09-14,132,35,6273,886,339,77,42,91200,Thursday,organic
1488,2023-09-15,136,45,5939,828,423,93,41,91291,Friday,paid
1489,2023-09-16,181,36,10627,1221,643,92,41,91436,Saturday,paid
1490,2023-09-17,152,46,9401,997,549,87,38,91542,Sunday,paid
1491,2023-09-18,202,39,6148,782,369,56,40,91705,Monday,organic
1492,2023-09-19,152,46,6574,802,393,93,37,91811,Tuesday,organic
1493,2023-09-20,164,42,6975,962,413,86,40,91933,Wednesday,paid
1494,2023-09-21,186,39,8017,861,396,96,30,92080,Thursday,paid
1495,2023-09-22,193,38,7010,930,420,90,42,92235,Friday,organic
1496,2023-09-23,194,38,10838,1282,711,93,39,92391,Saturday,organic
1497,2023-09-24,181,42,9220,1125,574,87,39,92530,Sunday,organic
1498,2023-09-25,178,40,5811,817,334,91,41,92668,Monday,paid
1499,2023-09-26,171,38,6517,827,437,96,34,92801,Tuesday,paid
1500,2023-09-27,174,39,6548,733,472,82,48,92936,Wednesday,organic
1501,2023-09-28,153,40,5782,778,420,68,40,93049,Thursday,paid
1502,2023-09-29,148,31,6370,793,361,78,39,93166,Friday,paid
1503,2023-09-30,162,42,10119,1411,600,84,36,93286,Saturday,organic
1504,2023-10-01,159,36,10087,963,540,81,40,93409,Sunday,organic
1505,2023-10-02,155,35,6822,909,431,71,46,93529,Monday,paid
1506,2023-10-03,173,33,6689,736,351,67,44,93669,Tuesday,paid
1507,2023-10-04,178,33,6175,701,394,75,44,93814,Wednesday,paid
1508,2023-10-05,164,35,6176,909,365,87,42,93943,Thursday,organic
1509,2023-10-06,187,37,5735,873,412,94,39,94093,Friday,organic
1510,2023-10-07,144,48,11531,1374,588,88,34,94189,Saturday,organic
1511,2023-10-08,160,38,9808,1320,621,90,39,94311,Sunday,paid
1512,2023-10-09,151,41,6390,983,408,80,39,94421,Monday,organic
1513,2023-10-10,132,42,5938,861,367,67,45,94511,Tuesday,organic
1514,2023-10-11,162,41,8478,804,433,77,42,94632,Wednesday,paid
1515,2023-10-12,161,40,5859,845,406,79,47,94753,Thursday,paid
1516,2023-10-13,188,35,6290,919,368,77,45,94906,Friday,organic
1517,2023-10-14,174,46,10285,1131,750,82,39,95034,Saturday,organic
1518,2023-10-15,147,48,10484,1147,642,85,33,95133,Sunday,paid
1519,2023-10-16,194,34,7236,794,403,88,46,95293,Monday,organic
1520,2023-10-17,184,36,7811,647,467,79,46,95441,Tuesday,paid
1521,2023-10-18,173,39,6963,831,485,66,35,95575,Wednesday,paid
1522,2023-10-19,160,37,5938,666,404,78,47,95698,Thursday,organic
1523,2023-10-20,148,43,6482,826,425,82,42,95803,Friday,paid
1524,2023-10-21,158,38,10307,1339,555,92,41,95923,Saturday,paid
1525,2023-10-22,182,50,12092,1174,607,77,47,96055,Sunday,paid
1526,2023-10-23,195,46,5758,961,403,86,46,96204,Monday,organic
1527,2023-10-24,190,42,7516,703,419,84,43,96352,Tuesday,paid
1528,2023-10-25,156,45,6845,922,425,82,43,96463,Wednesday,paid
1529,2023-10-26,146,45,7304,880,435,90,43,96564,Thursday,organic
1530,2023-10-27,167,38,6687,683,422,77,39,96693,Friday,paid
1531,2023-10-28,136,37,9303,1573,543,77,41,96792,Saturday,paid
1532,2023-10-29,170,41,10949,1231,561,82,37,96921,Sunday,organic
1533,2023-10-30,163,44,7253,754,390,77,39,97040,Monday,paid
1534,2023-10-31,157,41,7489,711,402,86,39,97156,Tuesday,organic
1535,2023-11-01,139,34,6835,809,457,76,38,97261,Wednesday,paid
1536,2023-11-02,174,38,6451,818,366,84,41,97397,Thursday,organic
1537,2023-11-03,157,41,5809,837,399,82,40,97513,Friday,paid
1538,2023-11-04,146,41,11201,1207,681,84,43,97618,Saturday,organic
1539,2023-11-05,118,49,10823,1323,603,79,34,97687,Sunday,organic
1540,2023-11-06,165,35,6271,798,434,80,41,97817,Monday,paid
1541,2023-11-07,195,43,6588,670,409,83,42,97969,Tuesday,organic
1542,2023-11-08,194,47,6659,819,426,84,40,98116,Wednesday,paid
1543,2023-11-09,159,51,5967,635,406,83,40,98224,Thursday,organic
1544,2023-11-10,156,39,6454,862,444,97,35,98341,Friday,organic
1545,2023-11-11,174,43,9377,1126,528,75,43,98472,Saturday,paid
1546,2023-11-12,150,44,10174,1270,601,82,44,98578,Sunday,organic
1547,2023-11-13,172,42,6574,944,429,70,43,98708,Monday,paid
1548,2023-11-14,179,41,5963,755,439,86,46,98846,Tuesday,paid
1549,2023-11-15,187,43,8592,924,480,74,42,98990,Wednesday,paid
1550,2023-11-16,165,31,8069,799,401,81,43,99124,Thursday,paid
1551,2023-11-17,164,44,6635,983,480,80,42,99244,Friday,paid
1552,2023-11-18,152,42,11127,1209,585,86,44,99354,Saturday,paid
1553,2023-11-19,153,40,11324,1150,711,79,35,99467,Sunday,organic
1554,2023-11-20,163,50,8140,895,453,78,38,99580,Monday,paid
1555,2023-11-21,174,39,6702,802,381,95,48,99715,Tuesday,organic
1556,2023-11-22,183,40,8127,768,432,86,31,99858,Wednesday,paid
1557,2023-11-23,154,50,6951,799,417,79,41,99962,Thursday,organic
1558,2023-11-24,193,38,6395,836,446,81,46,100117,Friday,organic
1559,2023-11-25,163,39,11919,1429,616,97,41,100241,Saturday,paid
1560,2023-11-26,168,41,62986,1017,3052,410,200,100368,Sunday,paid
1561,2023-11-27,155,45,9398,844,478,78,42,100478,Monday,paid
1562,2023-11-28,127,43,6595,895,417,78,40,100562,Tuesday,paid
1563,2023-11-29,183,36,8050,859,456,79,42,100709,Wednesday,organic
1564,2023-11-30,181,39,7244,954,412,79,39,100851,Thursday,organic
1565,2023-12-01,164,39,8177,837,492,73,46,100976,Friday,organic
1566,2023-12-02,170,41,9740,1243,589,74,48,101105,Saturday,organic
1567,2023-12-03,177,44,10018,1342,594,77,41,101238,Sunday,paid
1568,2023-12-04,142,44,7078,854,487,89,36,101336,Monday,organic
1569,2023-12-05,160,34,7766,813,404,81,40,101462,Tuesday,paid
1570,2023-12-06,182,46,7239,890,491,82,41,101598,Wednesday,organic
1571,2023-12-07,148,43,8279,792,461,95,44,101703,Thursday,organic
1572,2023-12-08,174,48,8600,796,417,95,38,101829,Friday,paid
1573,2023-12-09,146,44,12450,1204,520,82,39,101931,Saturday,organic
